code,title,sense,original
27-2021,athlete,athlete.n.01,athlete
27-2021,surfboarder,surfer.n.01,surfboarder
27-2021,professional bowler,professional.s.05 bowler_hat.n.01,professional_bowler
27-2021,fighter aircraft,fighter.n.02,fighter_aircraft
27-2021,fighter,fighter.n.02,fighter
27-2021,rider,rider.n.03,rider
27-2021,bicycler,cyclist.n.01,bicycler
27-2021,bicyclist,cyclist.n.01,bicyclist
27-2021,bowler,bowler_hat.n.01,bowler
27-2021,driver,driver.n.05,driver
27-2021,pole jumper,vaulter.n.01,pole_jumper
27-2021,swinger,swinger.n.01,swinger
27-2021,swimmer,swimmer.n.01,swimmer
27-2021,second - stringer,substitute.n.02,second-stringer
27-2021,sportswoman,sport.n.05,sportswoman
27-2021,sportsman,sport.n.05,sportsman
27-2021,soccer player,soccer_player.n.01,soccer_player
27-2021,sledder,sledder.n.01,sledder
27-2021,runner,runner.n.06,runner
27-2021,professional,professional.n.02,professional
27-2021,pentathlete,pentathlete.n.01,pentathlete
27-2021,baseball player,ballplayer.n.01,baseball_player
27-2021,lacrosse player,lacrosse_player.n.01,lacrosse_player
27-2021,pugilist,boxer.n.01,pugilist
27-2021,boxer,boxer.n.01,boxer
27-2021,snowboarder,snowboarder.n.01,snowboarder
27-2021,skater,skater.n.01,skater
27-2021,professional drag car racer,professional.s.05 puff.n.07 car.n.01 racer.n.02,professional_drag_car_racer
27-2021,ballplayer,ballplayer.n.01,ballplayer
27-2022,baseball coach,baseball_coach.n.01,baseball_coach
27-2022,coach,coach.n.01,coach
27-2022,ski coach,ski.v.01 passenger_car.n.01,ski_coach
27-2022,riding coach,rid.v.01 passenger_car.n.01,riding_coach
27-2022,ice skating coach,ice_rink.n.01 skate.v.01 passenger_car.n.01,ice_skating_coach
27-2022,pitching coach,pitching_coach.n.01,pitching_coach
27-2022,boxing coach,box.v.03 passenger_car.n.01,boxing_coach
27-2022,basketball coach,basketball_coach.n.01,basketball_coach
27-2022,baseball scout,baseball.n.02 scout.n.04,baseball_scout
27-2022,tenni coach,tennis_coach.n.01,tennis_coach
27-2022,hockey coach,hockey_coach.n.01,hockey_coach
27-2022,athletic coach,athletic.s.03 passenger_car.n.01,athletic_coach
27-2022,coach and scout,passenger_car.n.01 scout.n.04,coaches_and_scouts
27-2022,line coach,line_coach.n.01,line_coach
27-2022,baseball manager,baseball_coach.n.01,baseball_manager
27-2022,batting coach,batting_coach.n.01,batting_coach
27-2023,flight attendant,steward.n.03,flight_attendant
27-2023,judge,judge.n.01,judge
27-2023,justice,judge.n.01,justice
27-2023,placing judge,rate.v.01 judge.n.01,placing_judge
27-2023,paddock judge,paddock.n.01 judge.n.01,paddock_judge
27-2023,steward,steward.n.03,steward
27-2023,scorer,scorer.n.02,scorer
27-2023,dispatcher,starter.n.03,dispatcher
27-2023,chief justice,chief_justice.n.01,chief_justice
27-2023,magistrate,magistrate.n.01,magistrate
27-2023,air hostes,stewardess.n.01,air_hostess
27-2023,horse show judge,sawhorse.n.01 show.n.03 judge.n.01,horse_show_judge
27-2023,handicapper,odds-maker.n.01,handicapper
27-2023,athletic event scorer,athletic.s.03 event.n.03 scorer.n.02,athletic_events_scorer
27-2023,dressage judge,dressage.n.01 judge.n.01,dressage_judge
27-2023,diving judge,dive.v.03 judge.n.01,diving_judge
27-2023,baseball umpire,baseball.n.02 umpire.n.01,baseball_umpire
27-2023,"umpire , referee , and other sport official",umpire.n.01 referee.n.01 sport.n.05 official.n.02,"umpires,_referees,_and_other_sports_officials"
27-2023,equestrian event judge,equestrian.a.02 event.n.03 judge.n.01,equestrian_events_judge
27-2031,clog dancer,clog_dancer.n.01,clog_dancer
27-2031,nautch girl,nautch_girl.n.01,nautch_girl
27-2031,dance master,dancing-master.n.01,dance_master
27-2031,showgirl,chorus_girl.n.01,showgirl
27-2031,printmaker,printmaker.n.01,printmaker
27-2031,artist,artist.n.01,artist
27-2031,soloist,soloist.n.01,soloist
27-2031,ballet master,ballet_master.n.01,ballet_master
27-2031,ballet mistres,ballet_mistress.n.01,ballet_mistress
27-2031,dancing partner,dancing_partner.n.01,dancing_partner
27-2031,belly dancer,belly_dancer.n.01,belly_dancer
27-2031,tap dancer,tap_dancer.n.01,tap_dancer
27-2031,folk dancer,folk_dancer.n.01,folk_dancer
27-2031,classicist,classicist.n.01,classicist
27-2031,graphic artist,printmaker.n.01,graphic_artist
27-2031,lensman,photographer.n.01,lensman
27-2031,photographer,photographer.n.01,photographer
27-2031,painter,painter.n.01,painter
27-2031,musician,musician.n.02,musician
27-2031,recitalist,recitalist.n.01,recitalist
27-2031,soft shoe dancer,voiced.a.01 shoe.n.02 dancer.n.02,soft_shoe_dancer
27-2031,master,maestro.n.01,master
27-2031,illustrator,illustrator.n.01,illustrator
27-2031,expressionist,expressionist.n.01,expressionist
27-2031,ornamentalist,decorator.n.02,ornamentalist
27-2031,decorator,decorator.n.02,decorator
27-2031,micropeni,micropenis.n.01,micropenis
27-2031,line dancer,wrinkle.n.01 dancer.n.02,line_dancer
27-2031,sculptor,sculptor.n.01,sculptor
27-2031,social dancer,dancer.n.02,social_dancer
27-2031,dancer,dancer.n.02,dancer
27-2031,professional dancer,dancer.n.01,professional_dancer
27-2031,dancer,dancer.n.01,dancer
27-2031,dancer,dancer.n.01,dancers
27-2031,danseuse,ballerina.n.01,danseuse
27-2031,ballet soloist,ballet.n.02 soloist.n.01,ballet_soloist
27-2031,burlesque dancer,parody.n.01 dancer.n.02,burlesque_dancer
27-2031,sculpturer,sculptor.n.01,sculpturer
27-2031,dance artist,dancing.n.01 artist.n.01,dance_artist
27-2032,dance master,dancing-master.n.01,dance_master
27-2032,dance director,dancing.n.01 film_director.n.01,dance_director
27-2032,choreographer,choreographer.n.01,choreographers
27-2032,choreographer,choreographer.n.01,choreographer
27-2032,housemaster,housemaster.n.01,housemaster
27-2032,schoolmaster,headmaster.n.01,schoolmaster
27-2032,master,headmaster.n.01,master
27-2032,headmaster,headmaster.n.01,headmaster
27-2032,film director,film_director.n.01,film_director
27-2032,director,film_director.n.01,director
27-2041,music copyist,music.n.05 copyist.n.01,music_copyist
27-2041,conductor,conductor.n.01,conductor
27-2041,director,conductor.n.01,director
27-2041,music director,conductor.n.01,music_director
27-2041,music minister,music.n.05 minister.n.04,music_minister
27-2041,orchestra director,orchestra.n.02 film_director.n.01,orchestra_director
27-2041,orchestra conductor,orchestra.n.02 conductor.n.04,orchestra_conductor
27-2041,orchestrator,orchestrator.n.01,orchestrator
27-2041,choru master,refrain.n.01 victor.n.01,chorus_master
27-2041,choirmaster,choirmaster.n.01,choirmaster
27-2041,cantor,choirmaster.n.01,cantor
27-2041,precentor,choirmaster.n.01,precentor
27-2041,choir director,choir.n.03 film_director.n.01,choir_director
27-2041,music director and composer,music.n.05 film_director.n.01 composer.n.01,music_directors_and_composers
27-2041,music pastor,music.n.05 pastor.n.02,music_pastor
27-2041,music arranger,music.n.05 organizer.n.01,music_arranger
27-2041,organizer,organizer.n.01,organizer
27-2041,organiser,organizer.n.01,organiser
27-2041,pastor,pastor.n.02,pastor
27-2041,contrapuntist,contrapuntist.n.01,contrapuntist
27-2041,psalmist,psalmist.n.01,psalmist
27-2041,bandleader,bandleader.n.01,bandleader
27-2041,bandmaster,bandmaster.n.01,bandmaster
27-2041,majorette,drum_majorette.n.02,majorette
27-2041,copyist,copyist.n.01,copyist
27-2041,film director,film_director.n.01,film_director
27-2041,director,film_director.n.01,director
27-2041,minister,minister.n.04,minister
27-2041,songwriter,songwriter.n.01,songwriter
27-2041,ballad maker,songwriter.n.01,ballad_maker
27-2041,cabinet minister,cabinet_minister.n.02,cabinet_minister
27-2041,coordinator,coordinator.n.01,coordinator
27-2041,systemizer,orderer.n.02,systemizer
27-2041,systematist,orderer.n.02,systematist
27-2041,master,maestro.n.01,master
27-2041,composer,composer.n.01,composer
27-2041,music adapter,music.n.05 arranger.n.02,music_adapter
27-2041,systematiser,orderer.n.02,systematiser
27-2042,organist,organist.n.01,organist
27-2042,pianist,pianist.n.01,pianist
27-2042,rock 's n 's roll musician,rocker.n.02,rock_'n'_roll_musician
27-2042,bugler,bugler.n.01,bugler
27-2042,bassoonist,bassoonist.n.01,bassoonist
27-2042,lutenist,lutist.n.01,lutenist
27-2042,bell ringer,bell_ringer.n.02,bell_ringer
27-2042,jazz musician,jazz_musician.n.01,jazz_musician
27-2042,jazzman,jazz_musician.n.01,jazzman
27-2042,musician and singer,musician.n.01 singer.n.01,musicians_and_singers
27-2042,harpsichordist,harpsichordist.n.01,harpsichordist
27-2042,harmoniser,harmonizer.n.01,harmoniser
27-2042,gambist,gambist.n.01,gambist
27-2042,xylophonist,xylophonist.n.01,xylophonist
27-2042,recitalist,recitalist.n.01,recitalist
27-2042,choir member,choir.n.03 penis.n.01,choir_member
27-2042,caroller,caroler.n.01,caroller
27-2042,balladeer,crooner.n.01,balladeer
27-2042,crooner,crooner.n.01,crooner
27-2042,troubadmy,folk_singer.n.01,troubadour
27-2042,jongleur,folk_singer.n.01,jongleur
27-2042,folk singer,folk_singer.n.01,folk_singer
27-2042,minstrel,folk_singer.n.01,minstrel
27-2042,poet - singer,folk_singer.n.01,poet-singer
27-2042,opus star,opera_star.n.01,opera_star
27-2042,rock star,rock_star.n.01,rock_star
27-2042,torch singer,torch_singer.n.01,torch_singer
27-2042,yodeller,yodeller.n.01,yodeller
27-2042,micropeni,micropenis.n.01,micropenis
27-2042,chorister,chorister.n.01,chorister
27-2042,church organist,church_service.n.01 organist.n.01,church_organist
27-2042,accompanyist,accompanist.n.01,accompanyist
27-2042,concert pianist,concert.n.01 pianist.n.01,concert_pianist
27-2042,vibist,vibist.n.01,vibist
27-2042,bagpiper,piper.n.01,bagpiper
27-2042,lutanist,lutist.n.01,lutanist
27-2042,piano player,pianist.n.01,piano_player
27-2042,piccoloist,,piccoloist
27-2042,soloist,soloist.n.01,soloist
27-2042,opus singer,opera.n.03 singer.n.03,opera_singer
27-2042,musician,musician.n.01,musician
27-2042,instrumentalist,musician.n.01,instrumentalist
27-2042,timpanist,tympanist.n.01,timpanist
27-2042,tympanist,tympanist.n.01,tympanist
27-2042,trombonist,trombonist.n.01,trombonist
27-2042,clarinetist,clarinetist.n.01,clarinetist
27-2042,cornetist,trumpeter.n.01,cornetist
27-2042,violist,violist.n.01,violist
27-2042,trumpet player,cornet.n.01 player.n.05,trumpet_player
27-2042,vocalist,singer.n.01,vocalist
27-2042,concert singer,concert.n.01 singer.n.03,concert_singer
27-2042,flute player,flutist.n.01,flute_player
27-2042,flautist,flutist.n.01,flautist
27-2042,vocalizer,singer.n.01,vocalizer
27-2042,guitarist,guitarist.n.01,guitarist
27-2042,guitar player,guitarist.n.01,guitar_player
27-2042,horn player,horn.n.09 player.n.05,horn_player
27-2042,bassist,bassist.n.01,bassist
27-2042,accordionist,accordionist.n.01,accordionist
27-2042,singer,singer.n.01,singer
27-2091,disk jockey,disk_jockey.n.01,disk_jockey
27-2091,dj,disk_jockey.n.01,dj
27-2099,musician,musician.n.01,musician
27-2099,conjurer,magician.n.01,conjurer
27-2099,instrumentalist,musician.n.01,instrumentalist
27-2099,palmister,palmist.n.01,palmister
27-2099,monologist,monologist.n.01,monologist
27-2099,minstrel,minstrel.n.02,minstrel
27-2099,headliner,headliner.n.01,headliner
27-2099,marionette performer,puppet.n.01 performer.n.01,marionette_performer
27-2099,professional poker player,professional.s.05 poker.n.02 player.n.05,professional_poker_player
27-2099,ropedancer,ropewalker.n.01,ropedancer
27-2099,prompter,prompter.n.01,prompter
27-2099,balancer,balancer.n.01,balancer
27-2099,performing artist,performer.n.01,performing_artist
27-2099,rider,rider.n.03,rider
27-2099,wire walker,wire.n.03 walker.n.06,wire_walker
27-2099,ventriloquist,ventriloquist.n.01,ventriloquist
27-2099,rodeo performer,rodeo.n.02 performer.n.01,rodeo_performer
27-2099,ringmaster,ringmaster.n.01,ringmaster
27-2099,puppeteer,puppeteer.n.01,puppeteer
27-2099,funambulist,funambulist.n.01,funambulist
27-2099,tightrope walker,funambulist.n.01,tightrope_walker
27-2099,ropewalker,ropewalker.n.01,ropewalker
27-2099,prestidigitator,magician.n.01,prestidigitator
27-2099,majorette,drum_majorette.n.01,majorette
27-2099,comedienne,comedienne.n.02,comedienne
27-2099,gagman,gagman.n.01,gagman
27-2099,standup comedian,gagman.n.01,standup_comedian
27-2099,escapologist,escapologist.n.01,escapologist
27-2099,telepathist,mind_reader.n.02,telepathist
27-2099,turner,turner.n.05,turner
27-2099,fabulist,fabulist.n.01,fabulist
27-2099,role player,actor.n.01,role_player
27-2099,histrion,actor.n.01,histrion
27-2099,actor,actor.n.01,actor
27-2099,artiste,artiste.n.01,artiste
27-2099,rodeo rider,cowboy.n.02,rodeo_rider
27-2099,professional dancer,dancer.n.01,professional_dancer
27-2099,dancer,dancer.n.01,dancer
27-2099,executant,executant.n.01,executant
27-2099,fire - swallower,fire-eater.n.03,fire-swallower
27-2099,theater prompter,prompter.n.01,theater_prompter
27-2099,magician,magician.n.01,magician
27-2099,performer,performer.n.01,performer
27-2099,fortune teller,fortuneteller.n.01,fortune_teller
27-2099,snake charmer,snake_charmer.n.01,snake_charmer
27-2099,imitator,impersonator.n.01,imitator
27-2099,straight man,straight_man.n.01,straight_man
27-2099,striptease artist,stripper.n.03,striptease_artist
27-2099,ecdysiast,stripper.n.03,ecdysiast
27-2099,"entertainer and performer , sport and related worker , all other",entertainer.n.01 performer.n.01 sport.n.05 related.a.02 worker.n.03,"entertainers_and_performers,_sports_and_related_workers,_all_other"
27-2099,comedian,comedian.n.01,comedian
27-2099,baton twirler,baton_twirler.n.01,baton_twirler
27-2099,twirler,baton_twirler.n.01,twirler
27-2099,bareback rider,bareback.s.01 rider.n.03,bareback_rider
27-2099,aerialist,aerialist.n.01,aerialist
27-2099,fortuneteller,fortuneteller.n.01,fortuneteller
27-3011,sport commentator,sports_announcer.n.01,sports_commentator
27-3011,sportscaster,sports_announcer.n.01,sportscaster
27-3011,announcer,announcer.n.02,announcer
27-3011,newscaster,newscaster.n.01,newscaster
27-3011,commercial announcer,commercial.s.03 announcer.n.02,commercial_announcer
27-3011,artist,artist.n.01,artist
27-3011,radio announcer,radio_announcer.n.01,radio_announcer
27-3011,talk show host,talk.n.05 show.n.03 server.n.03,talk_show_host
27-3011,radio host,radio_receiver.n.01 server.n.03,radio_host
27-3011,sculptor,sculptor.n.01,sculptor
27-3011,sculpturer,sculptor.n.01,sculpturer
27-3011,printmaker,printmaker.n.01,printmaker
27-3011,graphic artist,printmaker.n.01,graphic_artist
27-3011,lensman,photographer.n.01,lensman
27-3011,photographer,photographer.n.01,photographer
27-3011,painter,painter.n.01,painter
27-3011,television host,television_receiver.n.01 server.n.03,television_host
27-3011,musician,musician.n.02,musician
27-3011,illustrator,illustrator.n.01,illustrator
27-3011,expressionist,expressionist.n.01,expressionist
27-3011,ornamentalist,decorator.n.02,ornamentalist
27-3011,decorator,decorator.n.02,decorator
27-3011,broadcast announcer and radio disc jockey,broadcast.n.02 announcer.n.02 radio_receiver.n.01 phonograph_record.n.01 jockey.n.02,broadcast_announcers_and_radio_disc_jockeys
27-3011,radio artist,radio_receiver.n.01 artist.n.01,radio_artist
27-3011,radio disc jockey,radio_receiver.n.01 phonograph_record.n.01 jockey.n.02,radio_disc_jockey
27-3011,master,maestro.n.01,master
27-3011,sport announcer,sports_announcer.n.01,sports_announcer
27-3011,game show host,game.n.10 show.n.03 host.n.06,game_show_host
27-3011,television announcer,tv_announcer.n.01,television_announcer
27-3011,classicist,classicist.n.01,classicist
27-3011,tv announcer,tv_announcer.n.01,tv_announcer
27-3023,pressman,correspondent.n.02,pressman
27-3023,film critic,movie.n.01 critic.n.03,film_critic
